species_id,scientific_name,aphia_id_lsid,family,genus,common_name,habitat_zone,depth_min_m,depth_max_m,ecological_response,evidence_source,temp_pref_min_c,temp_pref_max_c,salinity_min_psu,salinity_max_psu,hypoxia_avoidance_threshold_umol_kg
LATIMERIA_CHALUMNAE,Latimeria chalumnae,urn:lsid:marinespecies.org:taxname:217438,Latimeriidae,Latimeria,Coelacanth,demersal,150.0,700.0,"Habitat zone: demersal. Biology & Ecological Notes: Known as the living fossil.  Inhabits steep rocky shores, sheltering in caves during the day (Ref. 38425), with as much as 14 individuals in a single cave (Ref. 38426).  Foraging singly over open substrate at night (Ref. 38426), it drifts passively with the current or swims slowly with its paired fins and its second dorsal and anal fins (Ref. 38427).  May travel as much as 8 km at night searching for food and retreats to the nearest cave before dawn (Ref. 38426).  Preys on fishes and squid (Ref. 26162).  <i>Beryx</i>, <i>Polymixia</i>, <i>Symphysanodon</i>, apogonids, a skate, an eel and a swell shark have been known to be eaten (Ref. 11228).  Its main enemies are likely to be large sharks (Ref. 26162).  Ovoviviparous, with as much as 5-29 young (Ref. 11228, 37171).  Gestation period estimated at 3 years, which would be the longest known in vertebrates (Ref. 30865).  A small relative gill area (Ref. 38428) restricts coelacanths to a life 'in the slow lane', drift-feeding at night in cold waters and resting in slightly warmer caves for food consumption during day time (Ref. 38429).  Recently, Prof Hans Fricke and associates have succeeded in observing and filming Latimeria in their natural habitat.  Using a two-man submersible, Fricke found several coelacanths in depths of 120-400 m on the barren lava slopes off Grand Comoro.  Coelacanths have distinctive white markings, and this allowed recognition of individuals and tracking of their movements.  During the day, Latimeria retreat to caves, with as many as 13 fish crowded together in a single cave.  Several individuals occupy overlapping home ranges, and Fricke never saw any aggressive encounters between coelacanths.  By resting in caves (were there are no strong currents) the coelacanths save energy and avoid encounters with large predators (deep-water sharks).  After sunset, the coelacanths leave their caves and drift slowly across the substrate, presumably looking for food, within 1-3 meters of the bottom.  On these nightly hunting forays, the coelacanth may travel as much as 8 km; and before dawn they shelter in the nearest cave.  While searching for prey, or moving from one cave to another, Latimeria appears to move in slow motion, either drifting passively with the current and using its flexible pectoral and pelvic fins to adjust its position, or slowly swimming by a synchronous sculling movement of the second dorsal and anal fins.  In slow forward swimming, the left pectoral and right pelvic fins move forward, while the right pectoral and left pelvic fins are pulled backward.  This tandem movement of alternate paired fins resembles the movement of the forelimbs and hindlimbs of a tetrapod walking on land.  Latimeria does not use its lobed fins for walking on the bottom, and even when they are resting in caves they usually do not touch the substrate.  Like most slow moving fishes, the coelacanth can make a sudden lunge or fast start by means of a quick flip of its massive caudal fin.  During its nightly foraging swims, Latimeria was often seen to perform head-stands, in which it rotates its body into a vertical position, with its head near the bottom and its caudal fin curved perpendicular to its body.  It then held this position for two or three minutes at a time.  This curious behavior may be used when it is scanning the bottom with its putative electoreceptive rostral organ, or it may be a reaction to the bright lights of Prof.  Fricke's submersible (Ref. 38228). Environmental tolerance limits: Preferred Temp 18.0–26.0 °C; Salinity 34.0–36.2 PSU; Hypoxia avoidance floor 45.0 µmol/kg.",FishBase,18.0,26.0,34.0,36.2,45.0
CENTROPHORUS,Centrophorus,urn:lsid:marinespecies.org:taxname:105770,Centrophoridae,Centrophorus,,bathydemersal,220.6,984.7,Habitat zone: bathydemersal. Biology & Ecological Notes: Genus-level ecological classification: Predominantly bathydemersal marine taxa. Environmental tolerance limits: Preferred Temp 18.0–26.0 °C; Salinity 34.0–36.2 PSU; Hypoxia avoidance floor 45.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,18.0,26.0,34.0,36.2,45.0
ARHYNCHITE,Arhynchite,urn:lsid:marinespecies.org:taxname:264895,Thalassematidae,Arhynchite,,benthic,,,Habitat zone: benthic. Biology & Ecological Notes: Genus-level ecological classification: Predominantly benthic marine taxa. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,24.0,29.5,32.0,36.5,60.0
CENTROSCYLLIUM,Centroscyllium,urn:lsid:marinespecies.org:taxname:105772,Etmopteridae,Centroscyllium,,bathydemersal,486.0,1146.4,Habitat zone: bathydemersal. Biology & Ecological Notes: Genus-level ecological classification: Predominantly bathydemersal marine taxa. Environmental tolerance limits: Preferred Temp 18.0–26.0 °C; Salinity 34.0–36.2 PSU; Hypoxia avoidance floor 45.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,18.0,26.0,34.0,36.2,45.0
PETROLISTHES_MILITARIS,Petrolisthes militaris,urn:lsid:marinespecies.org:taxname:210117,Porcellanidae,Petrolisthes,,benthic,0.0,180.0,Habitat zone: benthic. Biology & Ecological Notes: Littoral zone up to a depth of 110 m (Ref. 76997).  Subtidal (Ref. 106854).  Found on deal coral bases (Ref. 82746). Environmental tolerance limits: Preferred Temp 18.0–26.0 °C; Salinity 34.0–36.2 PSU; Hypoxia avoidance floor 45.0 µmol/kg.,SeaLifeBase,18.0,26.0,34.0,36.2,45.0
PROTOBONELLIA,Protobonellia,urn:lsid:marinespecies.org:taxname:182860,Bonelliidae,Protobonellia,,benthic,,,Habitat zone: benthic. Biology & Ecological Notes: Genus-level ecological classification: Predominantly benthic marine taxa. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,24.0,29.5,32.0,36.5,60.0
TRAPEZIONIDA_LATIOR,Trapezionida latior,urn:lsid:marinespecies.org:taxname:1609128,Munididae,Trapezionida,,benthic,310.0,460.0,Habitat zone: benthic. Biology & Ecological Notes: Genus-level ecological classification: Predominantly benthic marine taxa. Environmental tolerance limits: Preferred Temp 18.0–26.0 °C; Salinity 34.0–36.2 PSU; Hypoxia avoidance floor 45.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,18.0,26.0,34.0,36.2,45.0
CONGRHYNCHUS_TALABONOIDES,Congrhynchus talabonoides,urn:lsid:marinespecies.org:taxname:280371,Congridae,Congrhynchus,,bathydemersal,247.0,393.0,Marine organism residing in bathydemersal zone across the Indian Ocean basin. Environmental tolerance limits: Preferred Temp 18.0–26.0 °C; Salinity 34.0–36.2 PSU; Hypoxia avoidance floor 45.0 µmol/kg.,FishBase,18.0,26.0,34.0,36.2,45.0
STENOSEMELLA_PARVICOLLIS,Stenosemella parvicollis,urn:lsid:marinespecies.org:taxname:1531336,Codonellopsidae,Stenosemella,,marine_unclassified,,,Marine taxa classified under family Codonellopsidae in the Indian Ocean basin. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,WoRMS/IndOBIS,24.0,29.5,32.0,36.5,60.0
ARIOSOMA_INDICUM,Ariosoma indicum,urn:lsid:marinespecies.org:taxname:1743798,Congridae,Ariosoma,Indian stout conger,benthopelagic,,,Marine organism residing in benthopelagic zone across the Indian Ocean basin. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,FishBase,24.0,29.5,32.0,36.5,60.0
SPHYRNA_LEWINI,Sphyrna lewini,urn:lsid:marinespecies.org:taxname:105816,Sphyrnidae,Sphyrna,Scalloped hammerhead,pelagic-oceanic,0.0,1043.0,"Habitat zone: pelagic-oceanic. Biology & Ecological Notes: A coastal-pelagic, semi-oceanic shark occurring over continental and insular shelves and adjacent deep water, often approaching close inshore and entering enclosed bays and estuaries (Ref. 244, 11230, 58302).  Found in inshore and offshore waters to about  275 m depth (Ref. 26938, 11230, 58302); has been filmed at a baited camera in 512 m depth (Lis Maclaren, pers. comm. 2005).  Huge schools of small migrating individuals move pole ward in the summer in certain areas (Ref. 244).  Permanent resident populations also exist (Ref. 244).   Juveniles occur in coastal areas (Ref. 58784). Adults solitary, in pairs, or schools; young in large schools (Ref. 13562).  Feed mainly on teleost fishes and cephalopods (Ref. 6871), also lobsters, shrimps, crabs (Ref. 30573), including other sharks and rays (Ref. 37816).  Viviparous (Ref. 50449).  Mature females produce 15-31, of 43-55 cm young in a litter (Ref. 26938, 1602).  Considered potentially dangerous to people but often not aggressive when approached by divers (Ref. 13562).  Readily available to inshore artisanal and small commercial fisheries as well as to offshore operations (Ref. 13562).  Sold fresh, dried-salted, smoked and frozen; also sought for its fins and hides (Ref. 9987).  Oil used for vitamins and carcasses for fishmeal (Ref. 13562). Maximum depth from Ref. 125614. Environmental tolerance limits: Preferred Temp 4.0–12.0 °C; Salinity 34.6–35.2 PSU; Hypoxia avoidance floor 20.0 µmol/kg.",FishBase,4.0,12.0,34.6,35.2,20.0
UROCONGER_LEPTURUS,Uroconger lepturus,urn:lsid:marinespecies.org:taxname:217556,Congridae,Uroconger,Slender conger,demersal,18.0,760.0,"Habitat zone: demersal. Biology & Ecological Notes: Occurs offshore, on soft sandy mud (Ref. 305730 and in coastal areas with sandy bottoms (Ref. 5213).  Benthopelagic or benthic at 622-704 m (Ref. 58302).  Feeds mainly on small benthic crustaceans (Ref. 9603). Environmental tolerance limits: Preferred Temp 18.0–26.0 °C; Salinity 34.0–36.2 PSU; Hypoxia avoidance floor 45.0 µmol/kg.",FishBase,18.0,26.0,34.0,36.2,45.0
RHYNCHOCONGER_BICOLORATUS,Rhynchoconger bicoloratus,urn:lsid:marinespecies.org:taxname:1743796,Congridae,Rhynchoconger,Bicoloured longnose conger eel,bathydemersal,200.0,300.0,Marine organism residing in bathydemersal zone across the Indian Ocean basin. Environmental tolerance limits: Preferred Temp 18.0–26.0 °C; Salinity 34.0–36.2 PSU; Hypoxia avoidance floor 45.0 µmol/kg.,FishBase,18.0,26.0,34.0,36.2,45.0
PLESIOBATIS_DAVIESI,Plesiobatis daviesi,urn:lsid:marinespecies.org:taxname:220089,Plesiobatidae,Plesiobatis,Deep-water stingray,bathydemersal,44.0,780.0,"Habitat zone: bathydemersal. Biology & Ecological Notes: Found on the outer shelf and upper slope (Ref. 5578), on soft bottoms (Ref. 9914) at depths of 275-680 m (Ref.58048).  Benthic (Ref. 58302).  Feeds on small pelagic fish, eels, crabs, shrimp, lobsters, cephalopods and polychaete worms (Ref. 5578).  The specimen taken from a depth of 44 m was caught off Mozambique (Ref. 9914). Its sting is long and can inflict a painful wound if handled. Caught occasionally by demersal longline fisheries in deepwater. Utilized for its meat, but not of a particularly high value (Ref.58048). Environmental tolerance limits: Preferred Temp 18.0–26.0 °C; Salinity 34.0–36.2 PSU; Hypoxia avoidance floor 45.0 µmol/kg.",FishBase,18.0,26.0,34.0,36.2,45.0
POLYONYX_OBESULUS,Polyonyx obesulus,urn:lsid:marinespecies.org:taxname:410142,Porcellanidae,Polyonyx,,benthic,0.0,55.0,Habitat zone: benthic. Biology & Ecological Notes: Subtidal (Ref. 106854).  Found in sponge and crevices of corals (Ref. 98926).  On hard substrates (Ref. 107425). Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,SeaLifeBase,24.0,29.5,32.0,36.5,60.0
SQUALUS,Squalus,urn:lsid:marinespecies.org:taxname:105782,Squalidae,Squalus,,pelagic-oceanic,200.7,676.2,Habitat zone: pelagic-oceanic. Biology & Ecological Notes: Genus-level ecological classification: Predominantly pelagic-oceanic marine taxa. Environmental tolerance limits: Preferred Temp 12.0–19.0 °C; Salinity 34.5–35.8 PSU; Hypoxia avoidance floor 30.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,12.0,19.0,34.5,35.8,30.0
PERISTEDION_RIVERSANDERSONI,Peristedion riversandersoni,urn:lsid:marinespecies.org:taxname:274648,Peristediidae,Peristedion,,bathydemersal,260.0,732.0,Habitat zone: bathydemersal. Biology & Ecological Notes: Minimum depth from Ref. 58018. Environmental tolerance limits: Preferred Temp 18.0–26.0 °C; Salinity 34.0–36.2 PSU; Hypoxia avoidance floor 45.0 µmol/kg.,FishBase,18.0,26.0,34.0,36.2,45.0
BENTHOBATIS,Benthobatis,urn:lsid:marinespecies.org:taxname:268534,Narcinidae,Benthobatis,,bathydemersal,469.0,705.2,Habitat zone: bathydemersal. Biology & Ecological Notes: Genus-level ecological classification: Predominantly bathydemersal marine taxa. Environmental tolerance limits: Preferred Temp 18.0–26.0 °C; Salinity 34.0–36.2 PSU; Hypoxia avoidance floor 45.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,18.0,26.0,34.0,36.2,45.0
SAUROMURAENESOX_VORAX,Sauromuraenesox vorax,urn:lsid:marinespecies.org:taxname:743001,Muraenesocidae,Sauromuraenesox,,benthopelagic,,,Marine organism residing in benthopelagic zone across the Indian Ocean basin. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,FishBase,24.0,29.5,32.0,36.5,60.0
BYTHAELURUS_HISPIDUS,Bythaelurus hispidus,urn:lsid:marinespecies.org:taxname:316765,Scyliorhinidae,Bythaelurus,Bristly catshark,bathydemersal,200.0,403.0,"Habitat zone: bathydemersal. Biology & Ecological Notes: Found on the upper continental slopes.  Feeds on small fishes, squid and crustaceans.  Mode of development uncertain.  Not utilized at present. Environmental tolerance limits: Preferred Temp 18.0–26.0 °C; Salinity 34.0–36.2 PSU; Hypoxia avoidance floor 45.0 µmol/kg.",FishBase,18.0,26.0,34.0,36.2,45.0
GONIONIDA_MICROPS,Gonionida microps,urn:lsid:marinespecies.org:taxname:1606474,Munididae,Gonionida,,marine_unclassified,,,Marine taxa classified under family Munididae in the Indian Ocean basin. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,WoRMS/IndOBIS,24.0,29.5,32.0,36.5,60.0
TETRONARCE,Tetronarce,urn:lsid:marinespecies.org:taxname:297924,Torpedinidae,Tetronarce,,demersal,74.2,611.8,Habitat zone: demersal. Biology & Ecological Notes: Genus-level ecological classification: Predominantly demersal marine taxa. Environmental tolerance limits: Preferred Temp 18.0–26.0 °C; Salinity 34.0–36.2 PSU; Hypoxia avoidance floor 45.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,18.0,26.0,34.0,36.2,45.0
HEPTRANCHIAS_PERLO,Heptranchias perlo,urn:lsid:marinespecies.org:taxname:105832,Hexanchidae,Heptranchias,Sharpnose sevengill shark,bathydemersal,0.0,1000.0,"Habitat zone: bathydemersal. Biology & Ecological Notes: Found on the outer continental and insular shelves and upper slopes in depths of 100 to 400 (Ref. 13573, 11230), also inshore and down to 1,000 m (Ref. 6871, 11230).  Feeds on small  sharks and rays, small bony fish, shrimps, crabs, lobsters, squid, and cuttlefish (Ref. 5578).  Ovoviviparous (Ref. 205), with 9-12 young born per litter (Ref. 247).  Very active and aggressive when captured and quick to bite but too small to be very dangerous to people (Ref. 247).  Liver utilized as a source of oil.  Maximum length may reach 214 cm, but this is uncertain. Environmental tolerance limits: Preferred Temp 18.0–26.0 °C; Salinity 34.0–36.2 PSU; Hypoxia avoidance floor 45.0 µmol/kg.",FishBase,18.0,26.0,34.0,36.2,45.0
CRURIRAJA_ANDAMANICA,Cruriraja andamanica,urn:lsid:marinespecies.org:taxname:217385,Gurgesiellidae,Cruriraja,Andaman leg skate,bathydemersal,274.0,511.0,Habitat zone: bathydemersal. Biology & Ecological Notes: Holotype taken from a depth of 511 m (Ref. 26282).  Minimum depth reported taken from Ref. 31308).  Oviparous (Ref. 50449).  Eggs have horn-like projections on the shell (Ref. 205). Environmental tolerance limits: Preferred Temp 18.0–26.0 °C; Salinity 34.0–36.2 PSU; Hypoxia avoidance floor 45.0 µmol/kg.,FishBase,18.0,26.0,34.0,36.2,45.0
KALLIAPSEUDES_KANYAKUMARI,Kalliapseudes kanyakumari,urn:lsid:marinespecies.org:taxname:1749603,Kalliapseudidae,Kalliapseudes,,benthic,60.0,60.0,Habitat zone: benthic. Biology & Ecological Notes: Genus-level ecological classification: Predominantly benthic marine taxa. Environmental tolerance limits: Preferred Temp 18.0–26.0 °C; Salinity 34.0–36.2 PSU; Hypoxia avoidance floor 45.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,18.0,26.0,34.0,36.2,45.0
EPIGODROMIA_MCLAYI,Epigodromia mclayi,urn:lsid:marinespecies.org:taxname:1766172,Dromiidae,Epigodromia,,benthic,115.0,262.0,Habitat zone: benthic. Biology & Ecological Notes: Genus-level ecological classification: Predominantly benthic marine taxa. Environmental tolerance limits: Preferred Temp 18.0–26.0 °C; Salinity 34.0–36.2 PSU; Hypoxia avoidance floor 45.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,18.0,26.0,34.0,36.2,45.0
POLYONYX_BIUNGUICULATUS,Polyonyx biunguiculatus,urn:lsid:marinespecies.org:taxname:211140,Porcellanidae,Polyonyx,,benthic,,4.0,"Habitat zone: benthic. Biology & Ecological Notes: Known from shallow water (Ref. 76997).  Subtidal (Ref. 106854).  Occur in pairs, found in dead coral crevices (Ref. 82746). Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.",SeaLifeBase,24.0,29.5,32.0,36.5,60.0
